Important Helper,Shift logic,Sell-in price,Category,PCT,BG,PDT,Customer ID,Customer,Anker SKU,202534,202535,202536,202537,202538,202539,202540,202541,202542,202543,202544,202545,202546,202547,202548,202549,202550,202551,202552
532A1379H11-1,2,63.05,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1379H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A8013H12-1,2,7.05,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A8013H12-1,$0.00,$0.00,$0.00,$268.68,$246.89,$275.94,$275.94,$268.68,$326.77,$268.68,$254.15,$355.81,$355.81,$334.03,$413.91,$791.50,$559.14,$246.89,$225.11
532A1653H11-1,2,16.17,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A1653H11-1,$0.00,$0.00,$0.00,"$14,539.90","$13,290.77","$15,189.45","$24,000.00","$14,456.63","$17,820.96","$14,806.38","$13,973.63","$19,303.26","$19,469.81","$18,253.99","$22,584.32","$43,120.05","$30,612.07","$13,257.46","$12,324.77"
532A2340111,2,58.68,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A2340111,$0.00,$0.00,$0.00,"$1,208.81","$1,208.81","$1,269.25","$1,329.69","$2,175.85","$2,175.85","$1,450.57","$1,390.13","$2,417.62","$2,659.38","$2,598.94","$1,511.01","$1,813.21","$2,357.18","$1,390.13","$1,269.25"
532B2335J22-1,2,12.25,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,B2335J22-1,$0.00,$0.00,$0.00,"$19,128.13","$17,487.86","$32,199.86","$19,607.60","$30,622.67","$37,764.18","$19,481.42","$18,396.32","$40,918.55","$41,259.23","$24,011.10","$29,701.60","$91,363.32","$64,879.19","$17,437.39","$16,226.11"
532B25X1J21,2,26.14,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B25X1J21,$0.00,$0.00,$0.00,$403.86,$350.01,$565.41,$565.41,$430.79,$457.71,$619.26,$780.80,"$1,211.59",$942.35,$700.03,$646.18,"$1,265.44",$619.26,$269.24,$242.32
532B25X1J11,2,26.14,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B25X1J11,$0.00,$0.00,$0.00,"$9,800.41","$9,800.41","$7,161.84","$7,000.29","$8,777.29","$9,288.85","$10,823.53","$13,623.65","$21,297.04","$18,523.85","$13,677.49","$16,046.82","$31,447.47","$15,535.26","$6,919.52","$6,031.02"
532A2038J21-1,2,12.2,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A2038J21-1,$0.00,$0.00,$0.00,"$10,980.00","$8,540.00","$6,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532B2736H11-1,2,20,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2736H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1657H11-1,2,53.99,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1657H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$215,960.00",$0.00,$0.00,"$53,990.00","$39,594.11","$54,831.16","$61,115.06","$38,759.96","$40,428.25","$70,235.05","$51,995.07","$22,243.88","$28,416.56"
532A2664J11-1,2,14,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A2664J11-1,$0.00,$0.00,$0.00,"$11,968.60",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A83760Z1,2,81.47,Charging,US_CH,Mobile Charging IPMT,Data New Accessories,532,BBY,A83760Z1,$0.00,$0.00,$0.00,$83.91,$83.91,$83.91,$167.83,$251.74,$167.83,$167.83,$167.83,$251.74,$335.66,$335.66,$167.83,$83.91,$83.91,$335.66,$335.66
532A2736H11-1,2,15,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,A2736H11-1,$0.00,$0.00,$0.00,"$11,525.70","$10,181.55",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532B2557121,2,55.85,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2557121,$0.00,$0.00,$0.00,$920.41,$805.36,$632.78,$575.26,$690.31,$747.83,"$1,035.46","$1,208.04","$1,898.34","$1,553.19","$1,092.98","$1,438.14","$2,818.75","$1,495.66",$575.26,$517.73
532A1259H11-1,2,28.42,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1259H11-1,$0.00,$0.00,$0.00,$497.63,$468.36,$556.18,$497.63,$409.82,$380.54,$380.54,$497.63,$673.27,$761.09,$468.36,$497.63,$848.91,$644.00,$263.45,$351.27
532A2642J11-1,2,5.88,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A2642J11-1,$0.00,$0.00,$0.00,"$2,997.92","$2,222.70","$2,355.94","$2,410.45","$3,337.08","$3,312.85","$2,689.04","$2,531.58","$3,724.69","$4,063.84","$2,604.25","$2,840.45","$4,578.64","$5,923.16","$2,525.52","$2,349.88"
532A2337J21-1,2,9.31,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A2337J21-1,$0.00,$0.00,$0.00,$824.68,$565.77,$604.13,$623.30,$910.98,$910.98,$690.43,$652.07,"$1,026.06","$1,112.36",$671.25,$728.79,"$1,256.20","$1,620.59",$652.07,$604.13
532B2930011-1,2,48.99,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2930011-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532B25M1111-1,2,55.85,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B25M1111-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532B2726H11-1,2,20,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2726H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1336011,2,82.32,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1336011,$0.00,$0.00,$0.00,"$50,365.02","$48,330.07","$55,706.77","$49,601.92","$42,733.96","$39,935.90","$38,324.90","$49,347.55","$113,787.64","$126,760.45","$48,330.07","$50,365.02","$145,753.32","$107,937.16","$27,726.20","$35,357.26"
532A2214H21-1,2,17.49,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,A2214H21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A2727H41-1,2,8.99,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,A2727H41-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1335011,2,52.91,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1335011,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1654H11-1,2,48.5,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1654H11-1,$0.00,$0.00,$0.00,"$58,097.67","$55,749.78",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1636H11-1,2,22.39,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1636H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$895.60,$0.00,$0.00,$0.00,$0.00,$438.17,$0.00,$0.00,$0.00
532A1383H11-1,2,36.39,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1383H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$181,950.00",$0.00,$0.00,$0.00,"$42,576.30","$36,390.00",$0.00,$0.00,$0.00,"$109,170.00","$109,170.00","$36,390.00","$28,748.46"
532B2548JF1-1,2,13.47,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2548JF1-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A9183123,2,17.45,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A9183123,$0.00,$0.00,$0.00,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47,$359.47
532A91F2121,2,17.45,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A91F2121,$0.00,$0.00,$0.00,$790.83,$808.81,$844.75,$862.73,$880.70,$880.70,$970.57,$916.65,$988.54,"$1,078.41",$934.62,"$1,024.49","$1,204.22","$1,563.69",$916.65,$844.75
532B25M2J11-1,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B25M2J11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532B25M8J11,2,52.91,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B25M8J11,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532B25M8J21-1,2,53.89,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B25M8J21-1,$0.00,$0.00,$0.00,"$7,881.95","$7,881.95","$5,939.22","$7,382.39","$6,216.75","$7,493.40","$9,880.19","$10,934.82","$17,096.06","$13,155.09","$10,990.33","$9,436.14","$25,255.55","$12,489.01","$5,717.19","$4,940.10"
532B25M8J11-1,2,53.89,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B25M8J11-1,$0.00,$0.00,$0.00,"$11,822.93","$11,822.93","$8,881.07","$11,101.34","$9,325.13","$11,212.35","$14,820.29","$11,989.45","$25,644.10","$19,704.88","$16,541.00","$14,098.70","$37,855.57","$18,705.76","$8,548.03","$7,437.90"
532B25M1121,2,54.73,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B25M1121,$0.00,$0.00,$0.00,$169.12,$169.12,$169.12,$169.12,$112.74,$169.12,$169.12,$225.49,$394.60,$281.86,$225.49,$281.86,$563.72,$281.86,$169.12,$169.12
532A1388H11-1,2,18.34,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A1388H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,498.24",$0.00,"$34,240.78",$0.00,$0.00,$0.00,"$22,503.18",$0.00,$0.00,$0.00,$0.00,"$254,559.20",$0.00,$0.00
532B2557J11-1,2,55.85,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2557J11-1,$0.00,$0.00,$0.00,"$12,540.56","$11,044.90","$1,840.82","$1,783.29","$2,070.92","$2,301.02","$3,048.85","$3,624.11","$5,695.02","$4,659.57","$3,221.43","$4,256.89","$8,398.72","$4,429.46","$1,783.29","$1,553.19"
532A1384H11-1,2,24.5,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A1384H11-1,$0.00,$0.00,$0.00,$0.00,"$79,576.00","$48,755.00","$62,034.00","$62,034.00","$53,165.00","$53,165.00","$44,320.50","$44,320.50",$0.00,"$48,069.00","$98,000.00","$147,000.00","$122,500.00","$61,250.00","$61,250.00"
532A1259H11,2,28.42,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1259H11,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1387H11-1,2,34.3,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1387H11-1,$0.00,$0.00,$0.00,"$59,953.31","$57,550.94","$66,347.86","$58,999.43","$50,873.76",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1636H11,2,21.94,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1636H11,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A2662111,2,15.57,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A2662111,$0.00,$0.00,$0.00,"$2,902.72","$2,020.67","$3,031.01","$2,261.23","$2,886.68","$3,560.24","$2,245.19","$2,132.93","$3,864.94","$3,897.02","$2,774.42","$3,431.94","$8,611.92","$6,126.17","$2,020.67","$1,876.34"
532B2932H11-1,2,27.49,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2932H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A2326J21-1,2,9.8,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A2326J21-1,$0.00,$0.00,$0.00,"$27,132.67","$16,957.92","$28,354.05","$19,007.00","$26,961.07","$33,249.64","$18,895.97","$17,836.10","$36,025.49","$36,328.31","$23,286.86","$28,808.28","$80,449.18","$57,132.04","$16,907.45","$15,736.55"
532A2654J21-1,2,5.88,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A2654J21-1,$0.00,$0.00,$0.00,"$15,564.95","$10,798.56","$11,452.65","$11,725.19","$17,327.36","$17,188.06","$13,081.82","$12,330.83","$19,356.25","$21,094.44","$12,682.10","$13,820.70","$23,789.54","$30,754.40","$12,282.38","$11,422.37"
532A1339111-1,2,52.19,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1339111-1,$0.00,$0.00,$0.00,"$19,782.10","$13,331.41","$15,374.13","$13,653.95","$11,772.50","$11,019.92","$10,589.87","$19,352.05","$26,770.34","$21,018.48","$13,331.41","$13,922.73","$34,296.14","$25,426.45","$6,450.68","$8,224.62"
532A2683141,2,37.64,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A2683141,$0.00,$0.00,$0.00,"$112,920.00",$0.00,$0.00,"$22,253.52","$22,486.14","$30,976.59","$34,504.59","$23,377.83","$25,083.67","$27,371.06","$33,419.05","$26,207.98","$27,409.82","$35,435.05","$17,484.91","$16,244.29"
532A2345141,2,72.75,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A2345141,$0.00,$0.00,$0.00,"$1,723.45","$1,123.99","$1,198.92","$1,198.92","$1,198.92","$1,198.92","$1,348.79","$1,948.25","$1,348.79","$1,498.65","$1,273.85","$2,173.04","$2,547.71","$3,297.03","$1,273.85","$1,198.92"
532A1665H21,2,#N/A,,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1665H21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1665HB1,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1665HB1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1665H11-1,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Battery,532,BBY,A1665H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1685H11-1,2,#N/A,,US_CH,Mobile Charging IPMT,Essential,532,BBY,A1685H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A1680H11-1,2,25.57,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A1680H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532B2544J21,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2544J21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532B2544J11,2,35.03,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2544J11,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532B2524J11-1,2,19.38,Charging,US_CH,Mobile Charging IPMT,Wireless,532,BBY,B2524J11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A110DH11-1,2,17.09,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A110DH11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$85,450.00",$0.00,$0.00,$0.00,$0.00,"$25,635.00","$25,635.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A110EH11-1,2,22.79,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A110EH11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$113,950.00",$0.00,$0.00,$0.00,$0.00,"$45,580.00","$45,580.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A2692J21,2,13.49,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A2692J21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$72,846.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$12,866.49","$11,310.29","$12,324.60","$14,519.96","$18,757.85","$10,962.92","$10,184.82"
532A2656J21-1,2,#N/A,Charging,US_CH,Mobile Charging IPMT,Essential,532,BBY,A2656J21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
532A2039J21-1,2,11.5,Charging,US_CH,Mobile Charging IPMT,Charger,532,BBY,A2039J21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$34,500.00",$0.00,"$11,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
51214A1367H11-1,2,18.5,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A1367H11-1,$0.00,$0.00,$0.00,"$92,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$185,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
51214A81B5H21-1,2,5.9,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A81B5H21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$778.80,$0.00,$0.00,$0.00,$0.00,$0.00,$778.80,$0.00
51214A81F5H21-1,2,2.5,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A81F5H21-1,$0.00,$0.00,$0.00,"$2,520.00",$0.00,$0.00,"$1,260.00",$0.00,"$1,260.00",$0.00,$0.00,$625.00,$0.00,$0.00,$0.00,$0.00,$0.00,$625.00,$0.00
51214A81F6H21-1,2,3.5,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A81F6H21-1,$0.00,$0.00,$0.00,$882.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,575.00",$0.00,$0.00,$0.00,$0.00,$0.00,$175.00,$0.00
51214A81F7H21-1,2,4.5,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A81F7H21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,268.00",$0.00,$0.00,$0.00,$0.00,"$2,268.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,268.00",$0.00
51214A81H5H11,2,2.5,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A81H5H11,$0.00,$0.00,$0.00,$600.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
51214A81H6H11-1,2,3,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A81H6H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,512.00",$0.00,$0.00,$0.00,$0.00,"$1,512.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,512.00",$0.00
51214A81H7H11-1,2,4,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A81H7H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$240.00,$0.00,$0.00,$0.00,$0.00,$0.00,$240.00,$0.00
51214A2326J21-1,2,7.65,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A2326J21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,009.80",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,009.80",$0.00
51214A2631J21-1,2,4.65,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A2631J21-1,$0.00,$0.00,$0.00,"$10,434.60",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
51214A1680H11-1,2,22.79,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A1680H11-1,$0.00,$0.00,$0.00,"$113,950.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
51214A81H5H11,2,2.5,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A81H5H11,$0.00,$0.00,$0.00,$600.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
51214A2738HA2-1,2,14.4,Charging,US_CH,Mobile Charging IPMT,Wireless,51214,C2 Wireless,A2738HA2-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,801.60",$0.00,$0.00,$0.00,$0.00,"$3,801.60",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,801.60",$0.00
51214B25M2J11-1,2,15,Charging,US_CH,Mobile Charging IPMT,Wireless,51214,C2 Wireless,B25M2J11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,780.00",$0.00,$0.00,$0.00,$0.00,"$3,780.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,780.00",$0.00
51214A2636J21-1,2,4.5,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A2636J21-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00,$0.00
51214A2654J21-1,2,3.5,Charging,US_CH,Mobile Charging IPMT,Charger,51214,C2 Wireless,A2654J21-1,$0.00,$0.00,$0.00,"$17,486.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,000.00",$0.00,$0.00,$0.00,$0.00,"$35,000.00",$0.00,$0.00,$0.00
51214A1336011,2,70.2,Charging,US_CH,Mobile Charging IPMT,Battery,51214,C2 Wireless,A1336011,$0.00,$0.00,$0.00,"$14,040.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
51214A1618H11-1,2,17.85,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A1618H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,712.40",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,712.40",$0.00,$0.00,$0.00,"$4,712.40",$0.00
51214A1654H11-1,2,46.79,Charging,US_CH,Mobile Charging IPMT,Battery,51214,C2 Wireless,A1654H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,053.32",$0.00,$0.00,$0.00,"$5,053.32",$0.00
51214A1259H11-1,2,25.99,Charging,US_CH,Mobile Charging IPMT,Battery,51214,C2 Wireless,A1259H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,098.96",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,098.96",$0.00,$0.00,$0.00,"$13,098.96",$0.00
51214A1653H11-1,2,15.59,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A1653H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,115.76",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,115.76",$0.00,$0.00,$0.00,"$4,115.76",$0.00
51214A1652H11-1,2,19.5,Charging,US_CH,Mobile Charging IPMT,Essential,51214,C2 Wireless,A1652H11-1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,106.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,106.00",$0.00,$0.00,$0.00,"$2,106.00",$0.00
51214A1636H11-1,2,21.99,Charging,US_CH,Mobile Charging IPMT,Battery,51214,C2 Wireless,A1636H11-1,$0.00,$0.00,$0.00,"$5,277.60",$0.00,$0.00,"$2,902.68",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,902.68",$0.00,$0.00,$0.00,"$2,902.68",$0.00
51214A2038J21-1,2,12,Charging,US_CH,Mobile Charging IPMT,Charger,51214,C2 Wireless,A2038J21-1,$0.00,$0.00,$0.00,"$3,024.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
51214A2698J21-1,2,4.25,Charging,US_CH,Mobile Charging IPMT,Charger,51214,C2 Wireless,A2698J21-1,$0.00,$0.00,$0.00,"$63,750.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$63,750.00",$0.00,$0.00,$0.00,"$42,500.00",$0.00,$0.00,$0.00,"$42,500.00",$0.00
